HomeTeam,AwayTeam,B365H,B365D,B365A,BbAv<2.5,BbAv>2.5,BbAvAHH,BbAvAHA,Div,FTR
2,32,1.08,11.0,34.0,3.76,1.26,2.13,1.75,0,H
16,34,4.0,4.0,1.83,2.13,1.71,1.99,1.87,0,H
21,11,2.45,3.3,2.9,2.24,1.64,1.89,1.97,0,H
27,1,1.66,4.0,5.0,2.48,1.52,2.13,1.75,0,H
37,8,3.3,3.4,2.2,2.12,1.72,1.97,1.89,0,A
42,22,3.0,3.6,2.3,2.5,1.52,1.88,1.98,0,D
30,19,1.9,3.6,4.0,2.0,1.8,2.25,1.68,0,D
28,39,1.44,4.33,7.0,2.41,1.56,1.79,2.07,0,H
32,42,3.6,3.5,2.04,1.85,1.96,1.79,2.08,0,A
1,37,2.5,3.25,2.9,1.86,1.94,2.17,1.73,0,D
8,41,1.36,5.25,8.0,2.91,1.39,2.01,1.84,0,H
14,16,2.75,3.3,2.6,1.9,1.89,1.69,2.23,0,H
19,2,11.0,7.0,1.22,3.21,1.33,1.82,2.03,0,A
22,28,1.9,4.0,3.6,3.17,1.33,1.95,1.91,0,D
39,21,2.7,3.4,2.62,2.04,1.77,1.7,2.22,0,H
11,27,2.4,3.5,2.87,2.31,1.6,1.74,2.14,0,H
34,30,1.4,4.75,7.5,2.41,1.56,2.17,1.72,0,H
14,8,7.0,4.5,1.44,2.46,1.53,1.66,2.27,0,H
21,1,2.3,3.4,3.1,2.06,1.76,2.26,1.68,0,D
28,32,1.36,5.5,7.0,2.62,1.48,2.02,1.84,0,H
42,39,1.66,3.75,5.5,1.89,1.91,2.26,1.67,0,H
2,34,1.36,5.25,8.0,2.82,1.41,2.0,1.85,0,H
16,19,1.85,3.6,4.0,2.04,1.77,1.68,2.24,0,D
30,11,3.2,3.5,2.2,2.08,1.74,2.33,1.63,0,D
37,27,2.4,3.5,2.9,1.94,1.86,2.15,1.75,0,A
41,22,3.1,4.2,2.04,2.99,1.37,1.81,2.05,0,D
8,28,1.5,4.5,5.75,2.76,1.43,1.87,2.0,0,H
11,2,5.75,4.75,1.5,2.67,1.45,2.04,1.82,0,A
19,14,2.2,3.4,3.3,2.12,1.72,1.64,2.33,0,A
27,21,1.72,4.0,4.5,2.33,1.6,2.2,1.71,0,H
32,16,2.62,3.3,2.7,1.83,1.97,1.92,1.95,0,A
34,41,1.44,4.5,7.0,2.59,1.48,2.28,1.65,0,H
39,37,3.2,3.3,2.3,1.74,2.09,2.24,1.69,0,A
1,42,2.6,3.3,2.75,1.83,1.97,2.19,1.72,0,A
22,30,1.44,4.5,6.5,2.9,1.39,2.25,1.67,0,D
22,2,6.0,5.0,1.44,2.94,1.39,2.22,1.71,0,A
1,14,1.9,3.6,4.0,2.07,1.76,2.65,1.5,0,A
11,16,1.65,4.0,5.25,2.08,1.75,2.11,1.77,0,H
19,41,3.25,3.6,2.15,2.22,1.66,2.32,1.64,0,A
27,28,2.0,3.7,3.6,2.57,1.5,1.97,1.89,0,A
34,8,2.5,3.5,2.75,2.18,1.68,1.83,2.04,0,A
39,30,2.4,3.3,2.9,1.89,1.92,1.75,2.14,0,A
32,21,3.5,3.4,2.1,1.82,1.98,1.98,1.89,0,A
37,42,2.2,3.3,3.4,1.6,2.33,1.54,2.55,0,H
21,37,2.5,3.25,2.87,1.75,2.09,2.22,1.71,0,D
8,19,1.16,7.5,15.0,2.87,1.34,1.75,2.14,0,H
16,22,3.5,4.0,1.95,2.62,1.48,2.18,1.73,0,A
30,32,1.66,3.8,5.25,1.98,1.83,2.22,1.69,0,H
28,1,1.66,4.0,5.0,2.27,1.63,2.05,1.82,0,H
41,11,2.55,3.5,2.7,2.49,1.53,2.19,1.72,0,D
42,27,2.62,3.5,2.6,2.22,1.66,1.71,2.22,0,A
2,39,1.08,13.0,21.0,3.88,1.24,1.78,2.09,0,H
14,34,4.0,3.6,1.9,2.08,1.74,1.94,1.92,0,A
19,34,5.5,4.33,1.53,2.31,1.61,1.95,1.91,0,A
11,8,3.3,3.6,2.15,2.49,1.53,1.74,2.15,0,D
21,42,2.3,3.3,3.25,1.94,1.86,1.68,2.25,0,A
22,14,1.44,4.5,6.5,3.05,1.37,2.1,1.77,0,D
27,2,5.5,4.5,1.55,2.74,1.44,1.92,1.93,0,H
32,41,3.75,3.6,2.0,2.21,1.66,2.17,1.73,0,D
37,28,2.4,3.4,3.0,1.91,1.89,1.74,2.13,0,A
1,30,2.1,3.5,3.4,2.01,1.8,1.9,1.96,0,H
39,16,2.15,3.4,3.4,1.87,1.93,2.22,1.69,0,D
30,27,3.8,3.8,1.9,2.44,1.55,1.73,2.18,0,A
2,37,1.2,7.0,13.0,2.89,1.4,2.06,1.79,0,H
8,22,1.66,4.2,4.75,3.19,1.34,2.17,1.72,0,D
16,42,2.87,3.4,2.45,1.82,1.99,1.99,1.87,0,D
19,32,2.2,3.4,3.25,1.78,2.03,2.27,1.66,0,H
28,21,1.57,4.2,5.5,2.05,1.77,2.02,1.84,0,A
34,11,1.83,4.0,4.0,2.34,1.6,2.43,1.58,0,D
14,39,2.1,3.5,3.5,1.94,1.86,2.13,1.75,0,H
41,1,1.72,3.8,4.5,2.25,1.64,2.33,1.63,0,H
1,2,15.0,6.0,1.2,3.0,1.38,1.85,2.0,0,A
21,41,2.4,3.5,2.9,2.14,1.7,2.07,1.81,0,D
22,19,1.3,6.0,8.5,3.34,1.32,1.81,2.05,0,H
37,16,1.7,3.75,5.25,1.89,1.9,2.35,1.62,0,D
39,34,5.25,4.0,1.65,2.13,1.7,1.73,2.16,0,A
42,30,1.72,4.0,4.5,2.06,1.76,2.3,1.65,0,H
11,28,2.3,3.6,3.0,2.31,1.6,2.02,1.85,0,D
27,14,1.44,4.75,6.5,2.74,1.44,1.66,2.26,0,H
32,8,7.5,5.0,1.4,2.44,1.54,1.73,2.16,0,D
41,39,1.53,4.33,5.75,2.2,1.67,1.97,1.89,0,D
2,21,1.18,7.0,17.0,3.06,1.36,1.94,1.91,0,H
14,32,1.72,3.75,5.0,1.9,1.9,2.37,1.62,0,H
16,1,2.15,3.5,3.3,1.92,1.88,2.17,1.73,0,H
30,37,2.8,3.4,2.5,1.87,1.93,2.04,1.83,0,H
28,42,1.75,3.8,4.75,1.95,1.85,2.47,1.57,0,A
8,27,1.8,4.2,4.0,2.6,1.48,2.45,1.57,0,H
19,11,4.75,3.75,1.75,2.25,1.64,1.6,2.39,0,A
34,22,1.8,4.0,4.0,2.8,1.42,1.81,2.05,0,D
1,8,5.75,4.5,1.53,2.33,1.6,1.99,1.87,0,H
11,22,2.37,3.75,2.8,2.88,1.4,2.29,1.66,0,H
21,30,1.85,3.6,4.33,1.99,1.82,2.54,1.54,0,H
27,16,1.44,4.5,7.5,2.68,1.46,2.15,1.74,0,H
28,2,5.5,4.5,1.57,2.42,1.56,1.83,2.03,0,A
32,34,6.5,4.33,1.5,2.08,1.75,2.03,1.83,0,A
37,14,1.83,3.75,4.2,1.93,1.87,2.6,1.51,0,A
39,19,1.72,4.0,4.5,2.1,1.74,2.28,1.65,0,H
42,41,2.15,3.5,3.3,2.08,1.75,2.14,1.75,0,D
41,37,2.05,3.5,3.6,1.9,1.9,1.81,2.06,0,H
2,42,1.25,6.5,10.0,2.88,1.4,1.7,2.22,0,H
8,39,1.28,5.5,11.0,2.56,1.5,1.92,1.94,0,H
16,21,2.55,3.25,2.87,1.81,2.01,2.22,1.7,0,H
30,28,3.3,3.4,2.2,2.09,1.74,1.68,2.25,0,A
34,1,1.36,5.0,8.5,2.33,1.6,2.02,1.85,0,D
19,27,8.5,5.75,1.3,2.72,1.45,1.89,1.97,0,A
22,32,1.25,5.75,12.0,2.91,1.4,2.28,1.66,0,H
14,11,2.75,3.4,2.55,2.21,1.67,1.72,2.18,0,A
28,16,1.53,3.9,6.25,2.19,1.68,2.25,1.68,0,D
1,19,1.61,4.33,5.0,2.21,1.67,2.1,1.78,0,H
21,8,4.2,3.75,1.85,2.13,1.71,1.49,2.69,0,A
37,34,3.75,3.6,2.0,1.84,1.97,2.15,1.74,0,A
39,22,3.7,4.0,1.85,2.76,1.44,1.97,1.89,0,D
42,14,1.75,3.75,4.75,2.08,1.75,2.03,1.84,0,H
2,30,1.12,9.0,17.0,3.3,1.33,2.01,1.85,0,H
11,32,1.4,5.0,7.5,2.31,1.61,2.15,1.74,0,H
27,41,1.6,4.2,5.25,2.72,1.44,1.99,1.86,0,A
22,27,2.37,3.8,2.7,3.12,1.35,1.81,2.06,0,H
8,42,1.5,4.33,6.5,1.45,1.54,2.33,1.63,0,H
14,28,3.0,3.5,2.3,2.03,1.79,1.87,1.99,0,H
16,2,12.0,6.5,1.22,2.85,1.41,2.24,1.68,0,D
32,1,2.87,3.3,2.5,1.79,2.03,2.08,1.8,0,H
34,21,1.5,4.33,6.5,2.11,1.74,1.85,2.0,0,H
41,30,1.61,4.33,5.0,2.25,1.65,2.08,1.79,0,H
11,39,1.44,5.0,6.5,2.46,1.53,2.23,1.68,0,H
19,37,4.5,3.6,1.8,1.94,1.86,1.55,2.53,0,A
30,16,2.2,3.3,3.4,1.97,1.83,1.9,1.96,0,H
2,8,1.53,4.75,5.25,2.83,1.42,1.82,2.05,0,H
21,14,1.9,3.6,4.0,1.97,1.84,2.76,1.47,0,A
27,34,2.3,3.75,2.9,2.35,1.59,2.01,1.85,0,A
37,11,3.3,3.5,2.15,1.95,1.86,1.94,1.93,0,A
39,32,1.8,3.75,4.5,1.87,1.93,2.48,1.57,0,D
42,19,1.33,5.5,8.5,2.44,1.55,2.05,1.82,0,H
1,22,3.6,4.33,1.83,3.08,1.36,1.99,1.87,0,A
28,41,2.05,3.6,3.4,2.25,1.64,1.82,2.04,0,D
32,37,3.4,3.25,2.25,1.76,2.07,1.9,1.96,0,D
8,30,1.3,5.75,9.5,2.71,1.45,1.85,2.01,0,H
19,28,5.25,4.33,1.6,2.39,1.57,1.83,2.02,0,A
34,42,1.57,4.2,5.75,2.22,1.66,1.97,1.89,0,H
39,27,4.2,4.2,1.75,2.55,1.51,1.63,2.35,0,A
41,16,1.6,4.0,5.75,2.24,1.65,1.98,1.88,0,H
11,1,1.45,4.5,6.5,2.48,1.53,1.8,2.06,0,A
14,2,12.0,7.5,1.18,3.29,1.32,1.92,1.94,0,A
22,21,1.4,5.0,6.5,3.22,1.34,1.66,2.28,0,H
1,39,2.05,3.5,3.6,2.1,1.73,1.78,2.1,0,H
2,41,1.14,8.0,19.0,3.78,1.25,2.08,1.78,0,H
27,32,1.3,5.75,9.5,2.8,1.42,1.84,2.02,0,H
30,14,2.1,3.6,3.4,2.25,1.64,1.82,2.05,0,H
28,34,3.0,3.75,2.25,2.09,1.74,2.22,1.7,0,A
37,22,3.6,4.0,1.9,2.51,1.52,1.74,2.15,0,A
16,8,6.0,4.33,1.53,2.37,1.58,1.98,1.88,0,A
21,19,1.53,4.33,6.0,2.4,1.56,1.91,1.95,0,D
42,11,2.55,3.6,2.55,2.23,1.65,2.25,1.68,0,D
1,27,4.5,4.33,1.66,2.65,1.46,1.72,2.19,0,A
8,37,1.3,5.5,9.0,2.55,1.5,1.9,1.95,0,A
11,21,1.4,4.75,7.0,2.73,1.44,2.08,1.78,0,D
14,41,3.2,3.4,2.2,2.35,1.59,1.67,2.28,0,H
19,30,3.0,3.4,2.3,2.27,1.63,1.64,2.34,0,H
34,16,1.25,5.5,12.0,2.54,1.51,1.73,2.15,0,H
39,28,3.5,3.5,2.05,2.22,1.66,1.85,2.02,0,H
22,42,1.45,4.75,6.0,3.39,1.31,2.18,1.71,0,A
32,2,15.0,8.0,1.14,3.86,1.24,1.88,1.97,0,D
30,34,4.5,4.2,1.7,2.64,1.47,1.7,2.21,0,D
2,19,1.03,21.0,34.0,5.52,1.14,1.89,1.96,0,H
21,39,2.2,3.6,3.1,2.26,1.64,2.31,1.65,0,H
28,22,2.7,4.0,2.3,3.26,1.33,2.05,1.82,0,D
41,8,3.25,3.75,2.05,2.55,1.5,1.75,2.14,0,D
42,32,1.57,4.33,5.5,2.29,1.62,1.97,1.88,0,H
16,14,2.1,3.75,3.2,2.3,1.61,2.15,1.74,0,D
27,11,1.61,4.5,5.0,2.78,1.42,2.07,1.8,0,H
37,1,1.8,3.8,4.33,2.16,1.69,2.43,1.58,0,D
1,21,2.4,3.6,2.8,2.54,1.5,1.76,2.13,0,A
8,14,1.3,6.0,8.5,3.67,1.27,1.75,2.13,0,H
19,16,2.62,3.75,2.5,2.57,1.5,1.98,1.88,0,H
22,41,1.44,5.25,6.0,4.01,1.23,2.11,1.76,0,A
27,37,1.33,5.75,8.0,3.12,1.35,1.89,1.96,0,D
32,28,3.8,4.0,1.85,2.41,1.55,1.95,1.91,0,A
34,2,5.0,4.0,1.66,2.67,1.45,1.76,2.12,0,D
39,42,3.2,3.5,2.2,2.39,1.57,1.72,2.18,0,H
11,30,1.6,4.2,5.25,3.22,1.33,1.95,1.9,0,A
2,11,1.25,6.5,10.0,3.83,1.25,1.98,1.87,0,H
14,19,1.55,4.2,6.0,3.16,1.34,1.9,1.96,0,H
16,32,1.75,4.0,4.33,2.67,1.45,1.95,1.91,0,H
21,27,7.0,4.5,1.44,3.57,1.28,2.24,1.69,0,A
30,22,4.2,4.75,1.65,4.14,1.21,1.81,2.06,0,H
28,8,2.9,4.0,2.2,3.4,1.3,1.89,1.98,0,A
37,39,1.61,4.2,5.25,2.54,1.5,2.01,1.85,0,D
41,34,2.5,4.0,2.5,2.85,1.4,1.97,1.88,0,H
42,1,1.4,4.75,8.0,3.25,1.32,2.04,1.82,0,H
18,23,1.7,3.6,5.0,1.91,1.87,2.35,1.6,1,A
4,13,2.8,3.1,2.6,1.8,1.99,2.0,1.83,1,A
17,36,2.25,3.2,3.3,1.59,2.28,1.65,2.25,1,H
35,24,3.2,3.2,2.3,1.87,1.9,2.22,1.66,1,H
7,33,2.45,3.25,2.87,1.78,2.0,1.82,2.0,1,H
20,3,2.4,3.2,3.0,1.84,1.93,1.79,2.03,1,D
29,38,2.2,3.25,3.3,1.73,2.07,1.63,2.28,1,A
40,12,1.8,3.5,4.5,1.77,2.01,2.1,1.74,1,H
9,10,2.25,3.25,3.2,1.8,1.98,1.59,2.32,1,H
24,17,1.61,4.0,5.0,1.99,1.81,2.11,1.72,1,D
33,35,2.0,3.6,3.5,2.18,1.67,1.99,1.84,1,H
38,7,2.2,3.25,3.3,1.67,2.17,1.92,1.9,1,H
3,9,2.2,3.4,3.2,1.91,1.87,1.91,1.92,1,H
10,4,2.45,3.25,2.87,1.87,1.91,1.83,2.0,1,A
12,29,2.37,3.25,3.0,1.61,2.26,2.09,1.75,1,D
23,20,1.6,3.75,5.75,2.01,1.78,2.16,1.7,1,D
36,18,3.3,3.3,2.2,1.71,2.1,1.9,1.92,1,A
13,40,1.6,3.8,5.75,1.92,1.85,2.16,1.69,1,D
4,36,1.95,3.5,3.8,1.62,2.23,1.95,1.88,1,H
7,10,2.1,3.25,3.5,1.71,2.09,1.85,1.97,1,H
13,12,1.4,4.75,7.0,1.98,1.81,1.68,2.18,1,H
17,33,2.75,3.1,2.62,1.88,1.9,1.94,1.88,1,D
29,24,3.1,3.3,2.3,1.76,2.04,2.17,1.69,1,D
9,20,2.1,3.4,3.4,1.91,1.86,1.84,1.98,1,A
35,23,2.7,3.4,2.5,2.2,1.64,1.98,1.84,1,D
40,38,2.2,3.3,3.3,1.79,1.99,1.87,1.96,1,H
18,3,1.8,3.6,4.33,1.99,1.79,2.06,1.76,1,H
24,12,1.64,3.8,5.0,1.76,2.03,2.27,1.63,1,H
33,4,1.95,3.5,3.8,1.89,1.88,1.77,2.06,1,D
3,35,2.04,3.4,3.6,2.01,1.78,1.85,1.98,1,H
10,17,2.0,3.4,3.75,1.92,1.86,1.99,1.85,1,A
20,7,2.25,3.5,3.0,1.77,2.02,1.67,2.2,1,A
36,40,2.5,3.2,2.8,1.71,2.11,1.86,1.97,1,D
38,13,3.75,3.4,2.0,1.84,1.94,1.85,1.98,1,A
23,29,1.83,3.6,4.2,1.92,1.86,2.11,1.72,1,H
35,9,2.14,3.6,3.1,2.29,1.6,1.66,2.22,1,A
40,10,1.66,3.75,5.0,1.99,1.81,2.18,1.69,1,D
7,36,2.04,3.25,3.75,1.61,2.27,1.82,2.02,1,D
17,23,3.0,3.5,2.25,1.96,1.84,2.14,1.72,1,H
18,20,1.55,4.0,6.0,2.04,1.77,2.01,1.82,1,H
4,24,2.37,3.4,2.87,1.83,1.96,1.77,2.07,1,H
12,38,2.7,3.25,2.6,1.62,2.24,1.94,1.88,1,H
13,33,1.57,3.8,6.0,2.26,1.61,2.06,1.77,1,A
29,3,2.3,3.3,3.1,1.83,1.95,2.0,1.83,1,D
9,18,3.0,3.3,2.3,2.05,1.76,2.09,1.77,1,A
24,38,2.0,3.4,3.75,1.94,1.84,1.78,2.07,1,A
36,13,4.0,3.4,1.9,1.91,1.88,1.71,2.15,1,A
3,40,2.5,3.3,2.75,2.0,1.79,1.85,1.98,1,D
9,7,2.2,3.4,3.2,1.8,1.99,1.9,1.94,1,H
23,4,2.14,3.5,3.2,2.04,1.76,1.94,1.9,1,D
10,12,2.0,3.3,3.75,1.77,2.02,1.77,2.08,1,A
18,35,1.57,4.2,5.25,2.39,1.55,2.03,1.8,1,A
20,17,2.2,3.4,3.2,1.94,1.85,1.95,1.89,1,H
33,29,1.85,3.6,4.0,1.88,1.9,2.17,1.69,1,D
4,9,2.14,3.4,3.3,2.01,1.79,1.89,1.94,1,A
7,3,2.3,3.25,3.1,1.73,2.08,1.67,2.2,1,A
13,24,1.53,4.0,6.0,2.29,1.58,1.91,1.91,1,H
40,23,2.0,3.4,3.75,2.05,1.75,1.74,2.11,1,H
12,36,2.4,3.2,3.0,1.55,2.4,1.7,2.16,1,A
29,10,2.14,3.3,3.4,1.75,2.04,1.95,1.89,1,D
35,20,2.04,3.4,3.6,2.11,1.71,1.76,2.07,1,H
38,33,2.45,3.2,2.9,2.04,1.75,1.82,2.01,1,H
17,18,3.1,3.4,2.25,2.04,1.76,2.24,1.65,1,D
3,13,3.6,3.6,1.9,2.29,1.6,2.13,1.73,1,A
23,7,2.0,3.5,3.6,1.92,1.86,1.75,2.11,1,H
10,35,2.5,3.4,2.7,2.14,1.69,1.83,2.0,1,A
20,4,2.62,3.3,2.62,1.89,1.89,1.91,1.92,1,H
33,12,1.7,3.6,5.0,2.02,1.77,2.32,1.61,1,H
9,17,1.9,3.6,3.75,2.04,1.76,2.14,1.72,1,A
18,38,1.83,3.75,4.0,2.06,1.73,2.08,1.76,1,D
36,29,2.14,3.25,3.6,1.59,2.31,1.88,1.96,1,A
24,40,2.3,3.2,3.1,1.92,1.86,1.69,2.17,1,A
4,3,2.2,3.3,3.25,1.94,1.85,1.9,1.92,1,H
7,18,3.1,3.25,2.3,1.75,2.04,2.16,1.69,1,A
12,23,3.1,3.1,2.4,1.8,1.99,2.12,1.73,1,H
17,35,2.4,3.25,2.9,2.21,1.63,1.82,2.0,1,D
29,9,2.62,3.1,2.75,1.76,2.04,1.94,1.89,1,D
24,33,2.5,3.25,2.8,2.2,1.65,1.82,2.0,1,A
38,36,2.0,3.3,3.75,1.64,2.22,1.79,2.05,1,H
