HomeTeam,AwayTeam,B365H,B365D,B365A,BbAv<2.5,BbAv>2.5,BbAvAHH,BbAvAHA,Div,FTR
40,20,1.7,3.6,5.0,1.92,1.86,2.3,1.61,1,D
13,10,1.4,4.75,7.0,2.51,1.49,2.07,1.76,1,A
9,12,2.0,3.5,3.6,1.85,1.93,1.73,2.13,1,D
36,24,2.37,3.1,3.2,1.6,2.29,2.04,1.8,1,H
3,17,2.0,3.4,3.75,1.97,1.82,1.76,2.11,1,A
20,29,2.2,3.2,3.4,1.76,2.05,1.89,1.95,1,H
23,13,3.8,3.6,1.9,2.37,1.56,2.15,1.72,1,D
18,4,1.9,3.6,3.8,2.02,1.78,2.16,1.72,1,D
33,40,2.2,3.4,3.2,2.16,1.67,1.7,2.18,1,D
35,7,1.95,3.5,3.8,2.14,1.69,1.77,2.07,1,D
10,38,2.4,3.3,2.87,1.88,1.89,1.78,2.06,1,A
7,17,2.1,3.25,3.5,1.75,2.04,1.89,1.94,1,H
29,18,3.1,3.4,2.25,1.79,2.0,1.9,1.92,1,A
12,3,2.62,3.2,2.75,1.81,1.98,1.86,1.96,1,H
13,20,1.36,5.0,7.5,2.48,1.51,2.13,1.74,1,D
33,36,2.04,3.4,3.5,1.87,1.92,1.75,2.11,1,D
24,10,2.1,3.3,3.5,1.97,1.81,1.85,1.98,1,D
38,23,2.37,3.2,3.1,1.97,1.82,1.69,2.18,1,A
40,9,1.75,3.75,4.5,1.99,1.79,1.97,1.86,1,D
4,35,2.0,3.3,3.75,2.2,1.64,1.55,2.43,1,D
9,36,2.25,3.2,3.25,1.75,2.06,1.65,2.25,1,H
17,4,2.6,3.3,2.62,1.88,1.91,1.88,1.94,1,D
7,29,2.1,3.2,3.6,1.61,2.27,1.85,1.99,1,H
10,33,3.1,3.3,2.3,2.17,1.67,2.15,1.72,1,H
23,24,1.83,3.6,4.2,2.12,1.7,2.13,1.74,1,D
3,38,2.45,3.25,2.9,1.89,1.9,1.86,1.98,1,A
20,12,2.0,3.3,3.75,1.79,2.01,1.81,2.05,1,H
35,40,2.54,3.2,2.8,2.12,1.7,1.86,1.97,1,D
18,13,2.7,3.2,2.62,2.14,1.69,1.96,1.86,1,H
33,23,1.9,3.6,3.75,2.53,1.5,1.97,1.86,1,D
36,10,2.1,3.3,3.5,1.71,2.1,1.85,1.98,1,D
12,18,3.6,3.3,2.04,1.76,2.04,2.14,1.72,1,A
13,9,1.5,4.0,6.5,2.4,1.55,1.82,2.02,1,H
38,20,1.95,3.3,4.0,1.85,1.94,1.7,2.18,1,D
24,3,2.25,3.3,3.2,1.95,1.83,1.92,1.93,1,D
29,35,2.54,3.3,2.62,1.92,1.87,1.92,1.91,1,A
40,17,1.72,3.4,5.25,1.88,1.9,1.96,1.88,1,H
4,7,2.04,3.4,3.5,1.82,1.96,1.8,2.05,1,H
3,10,2.37,3.4,2.87,1.78,2.02,1.7,2.19,1,A
17,29,2.3,3.2,3.2,1.85,1.94,2.0,1.84,1,H
4,12,1.8,3.75,4.2,1.82,1.97,2.06,1.8,1,H
7,13,4.5,3.75,1.75,2.12,1.7,1.84,2.0,1,A
23,36,2.04,3.4,3.5,1.94,1.85,1.82,2.02,1,H
9,24,2.25,3.4,3.1,2.04,1.76,1.69,2.2,1,H
20,33,2.54,3.3,2.7,2.36,1.56,1.87,1.96,1,A
35,38,2.37,3.3,2.9,2.0,1.79,1.74,2.12,1,D
18,40,1.95,3.3,4.0,1.68,2.14,1.71,2.16,1,D
12,35,2.9,3.5,2.3,2.03,1.77,2.05,1.78,1,D
33,3,1.61,4.0,5.0,2.51,1.5,1.81,2.02,1,D
13,17,1.36,4.75,8.0,2.66,1.45,2.06,1.78,1,H
24,18,3.3,3.5,2.1,1.91,1.87,1.99,1.85,1,A
38,9,1.95,3.3,4.0,1.85,1.94,2.02,1.82,1,D
40,7,1.72,3.6,4.75,1.8,1.99,1.96,1.88,1,H
10,23,2.5,3.3,2.8,1.97,1.82,1.86,1.97,1,A
29,4,2.9,3.2,2.45,1.85,1.93,2.04,1.81,1,D
36,20,2.3,3.2,3.1,1.71,2.11,1.68,2.21,1,A
18,33,1.66,4.0,4.5,2.46,1.52,2.18,1.69,1,H
35,13,3.4,3.75,2.0,2.73,1.43,1.89,1.95,1,A
7,24,2.4,3.25,2.9,1.77,2.03,1.74,2.13,1,D
17,12,2.2,3.3,3.3,1.87,1.91,2.15,1.72,1,A
20,10,1.95,3.4,3.8,1.89,1.9,1.79,2.06,1,H
3,36,2.14,3.3,3.4,1.77,2.03,1.92,1.91,1,D
9,23,2.5,3.4,2.7,2.23,1.63,1.85,1.99,1,A
29,40,3.4,3.2,2.2,1.7,2.13,1.7,2.17,1,D
4,38,2.25,3.1,3.4,1.77,2.02,1.91,1.92,1,A
10,18,4.75,3.6,1.75,1.9,1.88,1.6,2.39,1,A
23,3,1.64,4.0,4.75,2.3,1.6,2.23,1.67,1,A
33,9,1.85,4.0,3.6,2.47,1.51,2.09,1.78,1,H
38,17,1.7,3.6,5.0,1.92,1.87,1.73,2.15,1,H
40,4,2.0,3.3,3.75,1.74,2.08,2.06,1.8,1,H
12,7,2.37,3.25,3.0,1.68,2.16,1.75,2.1,1,D
24,20,2.04,3.3,3.6,1.88,1.91,2.14,1.73,1,D
36,35,2.5,3.2,2.87,1.86,1.93,1.84,2.0,1,D
13,29,1.33,5.0,8.5,2.62,1.46,2.01,1.82,1,H
13,4,1.44,4.0,7.5,2.35,1.58,1.82,2.01,1,A
36,17,1.8,3.4,4.75,1.77,2.02,2.05,1.79,1,D
3,20,2.0,3.4,3.75,1.94,1.85,1.8,2.05,1,A
24,35,2.14,3.3,3.4,2.19,1.66,2.16,1.72,1,A
38,29,1.9,3.5,4.0,1.86,1.94,1.9,1.93,1,H
10,9,2.4,3.3,2.87,1.92,1.87,1.78,2.08,1,A
12,40,3.6,3.1,2.14,1.68,2.16,1.99,1.86,1,H
23,18,3.5,3.25,2.1,2.04,1.76,1.68,2.21,1,H
33,7,1.75,3.6,4.6,2.21,1.65,1.77,2.07,1,H
4,10,1.8,3.6,4.33,1.9,1.9,1.82,2.01,1,H
7,38,2.8,3.25,2.5,1.78,2.02,1.98,1.85,1,H
17,24,3.0,3.3,2.3,1.84,1.95,2.09,1.76,1,A
29,12,2.15,3.2,3.5,1.72,2.11,1.85,1.99,1,H
9,3,2.1,3.3,3.5,1.95,1.84,2.18,1.7,1,A
18,36,1.53,4.0,6.0,1.83,1.97,2.0,1.83,1,H
20,23,2.37,3.6,2.75,2.19,1.66,1.75,2.1,1,D
35,33,2.3,3.6,2.87,1.71,2.11,1.74,2.12,1,H
40,13,2.75,3.3,2.5,1.9,1.89,2.15,1.71,1,H
10,7,2.5,3.4,2.75,1.69,2.14,1.84,1.98,1,H
24,29,2.05,3.5,3.4,1.65,2.2,1.76,2.07,1,A
3,18,4.0,3.4,1.9,1.95,1.84,1.88,1.95,1,H
20,9,2.05,3.5,3.4,1.99,1.81,2.09,1.76,1,H
33,17,1.5,4.33,6.5,2.41,1.55,1.87,1.95,1,H
23,35,2.0,3.6,3.5,2.49,1.51,2.11,1.74,1,H
36,4,2.7,3.3,2.55,1.74,2.07,1.96,1.87,1,H
38,40,2.62,3.1,2.75,1.74,2.06,1.88,1.94,1,H
13,38,1.5,4.33,6.0,2.31,1.6,1.9,1.93,1,H
35,3,2.0,3.6,3.6,2.24,1.64,2.04,1.8,1,A
4,33,2.37,3.5,2.8,2.4,1.55,1.75,2.09,1,A
17,10,2.45,3.4,2.75,1.85,1.94,1.85,1.98,1,H
40,36,1.75,3.6,4.75,1.61,2.28,2.0,1.83,1,H
7,20,2.2,3.5,3.1,1.83,1.96,1.66,2.24,1,A
12,24,3.0,3.2,2.37,1.64,2.23,2.14,1.71,1,A
29,23,2.9,3.25,2.4,2.01,1.79,2.01,1.83,1,D
18,9,1.61,4.0,5.0,2.01,1.78,2.09,1.74,1,H
33,13,3.0,3.75,2.15,2.8,1.41,2.21,1.67,1,H
36,7,2.1,3.25,3.5,1.53,2.45,1.88,1.94,1,D
10,40,4.33,3.4,1.85,1.7,2.11,2.24,1.65,1,A
20,18,3.3,3.5,2.1,1.83,1.95,1.71,2.14,1,D
24,4,2.3,3.4,3.0,1.7,2.11,1.65,2.23,1,H
38,12,1.66,3.6,5.25,1.82,1.96,2.26,1.64,1,A
3,29,2.05,3.3,3.6,1.7,2.12,1.84,1.98,1,A
9,35,2.3,3.4,3.0,2.1,1.71,1.76,2.08,1,D
23,17,1.61,4.0,5.0,2.23,1.63,2.1,1.73,1,D
17,20,2.9,3.4,2.3,1.87,1.93,2.12,1.74,1,D
40,3,1.57,3.75,6.5,2.0,1.8,2.01,1.83,1,D
4,23,2.3,3.4,3.0,2.2,1.65,1.69,2.19,1,A
7,9,2.37,3.3,2.9,1.79,2.01,1.74,2.12,1,H
13,36,1.36,4.75,8.0,2.05,1.76,1.65,2.26,1,H
38,24,2.37,3.2,3.0,1.73,2.09,1.71,2.16,1,H
12,10,2.15,3.25,3.4,1.7,2.12,2.21,1.68,1,D
29,33,2.8,3.4,2.4,2.31,1.6,1.98,1.85,1,D
35,18,2.9,3.6,2.25,2.06,1.75,2.14,1.72,1,H
12,13,6.0,4.33,1.5,2.07,1.74,1.94,1.88,1,A
10,29,3.0,3.2,2.4,1.76,2.05,1.76,2.1,1,H
23,40,2.62,3.25,2.62,2.02,1.79,1.91,1.92,1,A
20,35,2.3,3.3,3.1,2.14,1.7,1.7,2.18,1,A
33,38,1.83,3.75,4.0,2.45,1.53,1.83,2.0,1,A
36,12,2.0,3.3,3.8,1.6,2.3,2.1,1.75,1,A
3,7,1.95,3.3,3.8,1.81,1.99,1.79,2.05,1,H
9,4,2.4,3.2,3.0,2.01,1.8,1.81,2.03,1,D
24,13,4.0,3.4,1.9,1.97,1.82,2.14,1.72,1,A
18,17,1.45,4.33,7.0,2.02,1.78,1.76,2.07,1,H
4,20,2.0,3.5,3.5,2.1,1.73,2.1,1.76,1,H
40,24,1.72,3.4,5.25,1.64,2.25,2.02,1.82,1,H
7,23,3.1,3.3,2.3,2.04,1.78,2.15,1.73,1,H
12,33,3.3,3.75,2.0,2.32,1.59,1.77,2.08,1,H
13,3,1.44,4.5,6.5,2.52,1.5,1.73,2.14,1,H
35,10,1.61,4.0,5.0,2.21,1.65,2.19,1.69,1,D
29,36,2.2,3.4,3.2,1.58,2.35,1.87,1.97,1,A
38,18,3.1,3.25,2.3,1.77,2.04,2.24,1.67,1,A
20,40,3.6,3.4,2.05,1.86,1.93,1.76,2.1,1,H
23,12,1.72,3.6,4.75,2.33,1.59,2.26,1.66,1,H
9,29,2.3,3.3,3.1,1.78,2.02,2.0,1.83,1,D
18,7,1.5,4.0,7.0,1.84,1.96,1.88,1.95,1,A
36,38,2.7,3.1,2.7,1.6,2.3,1.9,1.94,1,H
3,4,2.37,3.4,2.87,1.93,1.87,2.09,1.77,1,H
33,24,1.9,3.8,3.6,2.09,1.73,1.9,1.93,1,H
35,17,1.72,3.75,4.5,2.14,1.69,1.72,2.14,1,A
29,20,2.5,3.2,2.87,1.76,2.06,2.15,1.73,1,D
38,10,1.65,3.6,5.5,1.89,1.9,2.29,1.63,1,D
4,18,3.6,3.2,2.15,1.84,1.96,2.38,1.6,1,D
7,35,2.7,3.3,2.55,1.9,1.89,1.94,1.9,1,D
40,33,1.95,3.5,3.8,2.35,1.57,1.71,2.17,1,A
13,23,1.44,4.5,6.5,2.79,1.41,1.76,2.09,1,H
17,3,2.9,3.1,2.5,1.78,2.02,2.02,1.82,1,D
24,36,1.95,3.2,4.2,1.57,2.36,1.67,2.23,1,A
12,9,2.4,3.2,3.0,1.82,1.98,1.78,2.06,1,A
17,9,2.45,3.2,2.9,1.89,1.9,1.8,2.04,1,D
3,12,1.9,3.5,4.0,2.12,1.72,1.91,1.93,1,H
35,4,2.0,3.5,3.6,2.23,1.64,1.99,1.85,1,H
10,24,3.8,3.2,2.05,1.74,2.08,1.77,2.08,1,A
23,38,1.9,3.75,3.8,2.32,1.58,1.94,1.9,1,H
36,33,2.9,3.4,2.37,2.01,1.8,2.11,1.76,1,D
9,40,3.6,3.5,2.0,1.9,1.89,2.05,1.8,1,D
17,7,2.62,3.1,2.75,1.69,2.15,1.91,1.93,1,H
20,13,4.5,4.2,1.66,2.3,1.6,1.73,2.13,1,A
18,29,1.55,3.8,6.5,1.79,2.0,1.98,1.86,1,A
10,13,6.25,4.75,1.44,2.33,1.58,1.68,2.21,1,D
12,20,3.1,3.25,2.3,1.95,1.84,2.14,1.72,1,A
40,35,1.6,4.0,5.25,2.14,1.69,2.16,1.7,1,D
29,7,2.05,3.4,3.6,1.7,2.14,2.12,1.75,1,A
33,10,1.5,4.2,6.25,2.72,1.44,1.82,2.02,1,H
36,9,2.15,3.4,3.25,1.69,2.15,1.93,1.91,1,H
4,17,1.85,3.6,4.0,1.92,1.87,1.87,1.97,1,H
24,23,2.3,3.4,3.0,2.16,1.68,1.75,2.11,1,D
38,3,2.2,3.5,3.1,2.02,1.78,1.63,2.29,1,D
13,18,1.7,4.0,4.5,2.24,1.63,1.95,1.88,1,D
10,36,2.75,3.4,2.45,1.8,1.99,2.01,1.83,1,D
17,40,5.0,3.75,1.7,1.94,1.85,1.59,2.37,1,D
18,12,1.45,4.5,6.5,2.02,1.78,1.76,2.09,1,D
23,33,2.05,3.75,3.25,2.81,1.41,1.63,2.28,1,A
3,24,2.45,3.4,2.75,2.02,1.77,1.86,1.97,1,A
7,4,2.2,3.4,3.2,1.95,1.84,2.24,1.67,1,D
9,13,6.5,4.5,1.44,2.51,1.5,2.09,1.75,1,H
20,38,1.9,3.5,4.2,2.04,1.76,1.93,1.91,1,H
35,29,2.2,3.4,3.2,1.89,1.89,1.95,1.89,1,H
13,7,1.3,5.75,8.5,2.71,1.44,1.87,1.95,1,A
24,9,1.75,3.5,4.75,1.97,1.83,1.81,2.04,1,H
29,17,1.75,3.4,5.0,1.72,2.1,1.76,2.09,1,H
36,23,2.75,3.1,2.62,2.2,1.65,1.92,1.91,1,H
38,35,2.75,3.4,2.45,2.24,1.64,1.97,1.86,1,H
12,4,2.62,3.1,2.75,1.91,1.87,1.85,1.99,1,H
33,20,1.8,4.0,4.0,2.73,1.43,1.8,2.03,1,H
40,18,2.4,3.2,3.0,1.81,1.98,1.77,2.09,1,H
10,3,2.5,3.3,2.75,2.23,1.63,1.87,1.96,1,D
3,33,3.8,4.2,1.8,3.02,1.36,2.03,1.82,1,H
9,38,2.15,3.4,3.3,2.13,1.7,2.18,1.71,1,H
4,29,2.8,3.3,2.45,2.01,1.79,2.0,1.84,1,H
18,24,1.72,4.0,4.33,1.94,1.86,1.79,2.06,1,A
20,36,2.15,3.6,3.1,2.26,1.61,2.2,1.69,1,A
7,40,4.5,3.75,1.72,2.01,1.79,2.07,1.79,1,H
23,10,1.7,4.2,4.2,2.81,1.41,2.2,1.68,1,A
35,12,1.95,3.6,3.6,2.29,1.6,1.97,1.86,1,A
17,13,6.0,4.75,1.44,2.6,1.47,1.69,2.18,1,A
10,20,2.8,3.4,2.4,2.34,1.57,2.03,1.81,1,A
12,17,2.2,3.3,3.3,2.04,1.75,1.67,2.21,1,D
13,35,1.4,4.75,7.0,3.52,1.28,2.1,1.74,1,A
23,9,1.61,4.0,5.25,2.99,1.37,2.03,1.81,1,H
24,7,1.45,4.33,7.0,2.16,1.66,1.81,2.03,1,H
33,18,2.05,3.4,3.5,2.44,1.53,2.08,1.76,1,H
36,3,2.05,3.4,3.5,2.24,1.62,2.12,1.74,1,A
38,4,2.05,3.5,3.4,2.24,1.62,2.14,1.72,1,D
40,29,1.6,4.0,5.25,2.2,1.64,2.14,1.73,1,H
3,23,2.2,3.6,3.0,3.13,1.33,1.74,2.11,1,H
4,40,4.5,4.5,1.61,2.75,1.41,1.82,2.02,1,D
7,12,1.9,3.6,3.75,2.36,1.56,1.93,1.91,1,H
9,33,6.0,4.75,1.44,3.02,1.35,1.67,2.2,1,H
17,38,2.3,3.6,2.8,2.27,1.6,2.03,1.8,1,H
18,10,1.53,4.33,5.5,2.55,1.46,1.89,1.95,1,H
20,24,3.75,4.2,1.8,2.67,1.44,1.97,1.87,1,H
29,13,3.8,4.2,1.8,2.92,1.38,1.83,2.01,1,D
35,36,2.9,3.2,2.45,2.43,1.52,2.06,1.79,1,D
2,27,1.25,6.0,12.0,2.88,1.41,2.18,1.72,0,H
18,1,2.1,3.4,3.6,1.68,2.18,1.84,2.03,0,H
21,39,2.0,3.4,3.9,1.87,1.94,2.05,1.83,0,H
22,41,1.75,4.0,4.33,2.5,1.52,1.98,1.88,0,H
30,19,2.0,3.4,4.0,1.76,2.06,1.97,1.89,0,A
37,34,2.8,3.4,2.5,1.92,1.88,2.01,1.85,0,H
42,8,3.8,4.0,1.85,2.46,1.54,1.81,2.06,0,A
16,11,2.45,3.25,3.0,1.7,2.15,1.78,2.1,0,D
28,13,1.91,3.5,4.1,1.91,1.91,1.93,1.93,0,H
13,18,1.95,3.4,4.0,1.76,2.06,1.99,1.88,0,A
1,28,3.25,3.4,2.25,1.75,2.08,1.94,1.93,0,D
8,21,1.36,5.0,7.5,2.49,1.53,1.8,2.07,0,H
11,42,2.3,3.25,3.3,1.72,2.12,1.94,1.94,0,A
27,22,2.05,3.6,3.6,2.34,1.6,1.78,2.1,0,D
39,30,2.3,3.4,3.1,2.01,1.8,1.97,1.9,0,H
41,2,11.0,6.5,1.25,3.02,1.37,1.76,2.12,0,A
19,37,3.3,3.4,2.2,1.95,1.86,1.95,1.92,0,H
34,16,1.36,5.0,8.5,2.16,1.69,2.02,1.86,0,H
18,34,4.0,3.6,1.91,1.96,1.86,1.9,1.97,0,A
1,13,2.38,3.3,3.1,1.7,2.15,2.03,1.84,0,H
16,8,7.5,5.0,1.4,2.35,1.59,2.31,1.65,0,D
22,2,7.0,4.5,1.45,2.74,1.44,1.86,2.01,0,H
30,27,3.0,3.4,2.38,2.05,1.77,1.81,2.07,0,H
28,11,1.83,3.6,4.5,1.88,1.92,1.86,2.02,0,A
42,19,1.83,3.6,4.5,1.8,2.02,1.84,2.04,0,D
21,41,1.91,3.6,4.0,1.94,1.87,1.99,1.88,0,D
37,39,1.7,3.75,5.0,2.05,1.77,1.94,1.93,0,H
19,18,1.95,3.5,4.0,1.76,2.07,1.97,1.9,0,H
2,30,1.13,10.0,19.0,3.25,1.33,1.99,1.87,0,H
11,1,1.85,3.5,4.5,1.64,2.25,1.86,2.01,0,A
34,28,1.67,3.8,5.5,2.19,1.67,1.87,1.99,0,D
39,42,2.3,3.5,3.0,1.91,1.89,2.07,1.81,0,H
41,37,2.8,3.5,2.5,2.01,1.8,1.98,1.87,0,A
8,13,1.22,6.0,13.0,2.77,1.43,1.87,1.98,0,H
22,21,1.67,3.8,5.5,2.04,1.77,1.92,1.94,0,D
27,16,1.45,4.5,7.0,2.4,1.56,2.02,1.84,0,H
1,34,3.5,3.5,2.1,1.91,1.89,2.04,1.81,0,H
28,39,1.7,3.8,5.0,2.24,1.64,2.15,1.73,0,H
37,2,7.0,4.75,1.44,2.39,1.56,1.88,1.97,0,A
42,41,2.05,3.5,3.6,1.9,1.89,2.05,1.83,0,D
13,11,2.88,3.1,2.63,1.63,2.26,1.69,2.23,0,A
16,19,2.8,3.25,2.6,1.72,2.12,1.69,2.22,0,D
18,8,7.0,4.75,1.44,2.46,1.53,2.23,1.68,0,A
21,27,3.3,3.4,2.2,1.96,1.84,1.95,1.9,0,H
30,22,2.7,3.4,2.6,2.14,1.7,1.69,2.23,0,A
2,42,1.14,8.5,19.0,3.41,1.31,1.98,1.88,0,D
8,28,1.44,4.75,7.0,2.95,1.39,1.63,2.33,0,H
22,37,2.2,3.5,3.25,2.07,1.76,1.91,1.96,0,H
30,21,2.2,3.3,3.4,1.66,2.21,1.9,1.96,0,H
34,11,1.7,3.8,5.0,2.0,1.81,1.91,1.95,0,H
39,1,2.1,3.4,3.6,1.88,1.92,1.82,2.05,0,D
41,16,1.7,4.0,4.75,2.27,1.62,1.94,1.92,0,D
19,13,1.95,3.6,3.8,1.72,2.12,1.98,1.89,0,D
27,18,1.36,5.0,8.5,2.5,1.52,1.83,2.03,0,H
37,27,2.3,3.4,3.1,2.12,1.71,1.77,2.1,0,D
1,8,7.5,4.5,1.44,2.33,1.59,2.1,1.76,0,A
11,39,1.95,3.5,4.0,1.8,2.01,1.94,1.92,0,H
18,41,2.7,3.2,2.75,1.93,1.87,1.91,1.93,0,D
28,19,1.73,3.6,5.25,2.1,1.73,2.25,1.67,0,H
42,30,2.1,3.4,3.6,1.77,2.04,2.08,1.79,0,D
13,34,3.8,3.5,2.0,1.99,1.82,1.86,2.0,0,A
16,22,3.6,3.5,2.05,2.09,1.73,1.81,2.05,0,H
21,2,8.5,5.0,1.36,2.16,1.68,1.98,1.88,0,D
39,13,1.83,3.6,4.33,1.79,2.02,1.87,2.0,0,H
2,16,1.08,13.0,21.0,4.18,1.21,1.86,2.0,0,H
8,34,1.5,4.5,6.5,2.68,1.45,1.83,2.02,0,A
19,11,2.38,3.2,3.1,1.61,2.29,2.09,1.8,0,A
21,37,2.5,3.3,2.9,1.64,2.22,2.18,1.71,0,A
22,1,1.8,3.75,4.5,2.12,1.7,1.82,2.05,0,D
30,18,1.7,3.75,5.25,1.81,1.99,2.33,1.62,0,H
27,42,1.53,4.33,6.0,2.27,1.61,1.97,1.88,0,D
41,28,2.63,3.5,2.6,2.27,1.61,1.97,1.88,0,A
37,30,1.8,3.7,4.5,1.81,1.99,1.77,2.11,0,H
1,19,2.04,3.5,3.6,1.82,1.98,2.02,1.85,0,A
11,8,5.0,3.75,1.72,2.16,1.68,1.68,2.24,0,D
18,2,19.0,7.0,1.16,2.93,1.38,2.11,1.75,0,A
28,27,2.45,3.39,2.87,2.5,1.51,1.83,2.03,0,A
34,39,1.53,4.0,7.0,2.25,1.63,1.85,2.0,0,H
13,41,2.39,3.29,3.0,1.89,1.91,2.1,1.78,0,D
16,21,2.54,3.29,2.79,1.61,2.29,1.85,2.01,0,D
42,22,2.5,3.39,2.79,2.22,1.65,1.8,2.06,0,D
30,11,2.79,3.2,2.54,1.85,1.95,2.04,1.82,0,D
2,34,1.33,5.5,8.5,3.05,1.36,1.92,1.94,0,H
19,8,5.5,4.2,1.57,2.63,1.46,1.88,1.97,0,H
21,18,1.9,3.39,4.33,1.65,2.22,1.95,1.92,0,H
22,28,2.04,3.6,3.5,2.45,1.53,1.84,2.02,0,A
27,13,1.33,5.25,9.0,2.76,1.42,1.94,1.92,0,H
37,42,1.75,3.6,5.0,1.84,1.96,1.94,1.92,0,D
39,16,1.83,3.5,4.5,2.01,1.79,2.1,1.76,0,H
41,1,2.29,3.29,3.2,1.95,1.84,2.04,1.83,0,A
11,41,1.75,3.75,4.75,2.0,1.81,1.99,1.87,0,H
1,27,3.5,3.6,2.04,2.29,1.61,2.03,1.83,0,D
8,2,3.29,3.79,2.04,2.7,1.45,1.84,2.03,0,A
16,37,3.79,3.29,2.04,1.81,2.0,1.82,2.05,0,A
18,39,2.45,3.39,2.87,1.79,2.02,1.76,2.11,0,H
28,30,1.61,4.0,5.5,2.18,1.68,2.09,1.77,0,D
34,19,1.44,4.5,7.5,2.34,1.58,1.79,2.08,0,H
13,22,2.87,3.39,2.45,2.13,1.7,2.06,1.81,0,A
42,21,2.0,3.39,4.0,1.63,2.25,2.01,1.85,0,D
39,8,4.2,3.89,1.8,2.37,1.57,1.83,2.04,0,H
2,1,1.16,8.0,15.0,3.3,1.31,1.94,1.92,0,H
21,28,2.89,3.25,2.5,1.92,1.88,2.1,1.77,0,A
22,11,2.2,3.39,3.39,2.14,1.7,1.89,1.97,0,D
27,34,2.29,3.5,3.0,2.47,1.52,1.98,1.88,0,D
30,13,2.04,3.39,3.79,1.84,1.97,1.72,2.17,0,H
42,16,1.61,3.75,6.0,1.99,1.81,2.1,1.77,0,H
37,18,1.57,3.79,6.5,1.84,1.96,2.05,1.81,0,H
41,19,2.2,3.39,3.29,2.09,1.73,1.92,1.94,0,H
19,39,2.29,3.39,3.1,1.85,1.95,1.98,1.9,0,D
1,42,2.37,3.29,3.1,1.78,2.03,2.0,1.87,0,H
8,37,1.72,4.2,4.33,2.37,1.58,2.29,1.66,0,D
11,27,2.62,3.5,2.62,2.16,1.69,1.95,1.91,0,A
16,30,2.75,3.29,2.6,1.8,2.01,1.98,1.88,0,H
28,2,5.75,4.75,1.5,2.99,1.38,2.03,1.84,0,H
34,41,1.5,4.33,6.5,2.62,1.48,1.8,2.08,0,H
13,21,2.5,3.2,3.0,1.66,2.21,2.14,1.75,0,A
18,22,2.79,3.39,2.5,2.09,1.74,2.09,1.78,0,H
16,18,2.5,3.25,2.89,1.72,2.11,2.12,1.77,0,D
2,19,1.14,9.0,17.0,3.49,1.29,2.06,1.81,0,H
22,34,3.29,3.6,2.1,1.52,1.59,1.97,2.32,0,H
27,8,2.25,3.6,3.0,1.69,1.45,2.0,1.87,0,D
30,1,2.6,3.25,2.79,1.82,1.98,1.86,2.0,0,A
37,13,1.44,4.33,8.0,2.0,1.81,1.68,2.25,0,D
41,39,2.29,3.39,3.1,2.12,1.72,2.0,1.87,0,H
21,11,2.7,3.25,2.7,1.69,2.14,1.93,1.93,0,A
42,28,2.62,3.39,2.62,2.2,1.66,1.9,1.96,0,H
39,27,3.2,3.5,2.25,2.12,1.72,1.88,1.97,0,A
8,41,1.39,5.25,7.0,3.24,1.33,1.85,2.01,0,A
11,2,7.0,4.75,1.44,1.55,1.56,2.19,2.4,0,A
18,42,2.5,3.29,2.87,1.86,1.95,2.17,1.72,0,D
28,37,2.25,3.39,3.2,2.04,1.77,1.93,1.93,0,D
34,30,1.39,4.75,8.0,2.3,1.61,1.9,1.96,0,D
1,21,1.95,3.29,4.0,1.72,2.11,2.22,1.69,0,D
13,16,2.25,3.25,3.2,1.83,1.98,1.95,1.91,0,A
19,22,2.7,3.39,2.5,2.13,1.71,1.75,2.11,0,H
16,28,3.39,3.39,2.14,2.1,1.73,1.99,1.86,0,H
18,11,2.6,3.2,2.79,1.61,2.32,2.24,1.68,0,A
30,8,5.0,4.0,1.61,2.35,1.59,2.03,1.83,0,A
42,34,3.0,3.6,2.29,2.0,1.81,1.82,2.04,0,D
2,13,1.08,12.0,26.0,3.83,1.24,1.83,2.03,0,H
21,19,2.0,3.29,4.0,1.77,2.05,1.68,2.23,0,H
22,39,1.9,3.6,4.0,2.12,1.72,2.12,1.75,0,H
27,41,1.44,4.75,7.0,2.71,1.44,1.71,2.16,0,H
37,1,1.83,3.6,4.5,1.84,1.96,2.11,1.76,0,H
28,18,1.8,3.6,4.5,2.04,1.78,2.04,1.84,0,H
1,16,1.75,3.6,5.0,1.97,1.84,1.99,1.88,0,D
8,22,1.5,4.33,6.5,2.79,1.42,1.78,2.08,0,H
11,37,2.5,3.1,3.1,1.68,2.17,2.15,1.75,0,D
13,42,3.6,3.5,2.04,1.83,1.98,2.03,1.84,0,H
39,2,10.0,5.0,1.33,2.36,1.58,1.91,1.95,0,A
41,30,1.95,3.5,4.0,1.95,1.87,2.23,1.69,0,D
19,27,4.33,3.79,1.8,2.24,1.65,1.81,2.06,0,D
34,21,1.57,3.79,6.0,2.0,1.81,2.03,1.83,0,A
27,2,4.2,3.79,1.83,2.46,1.54,1.96,1.9,0,A
1,18,1.95,3.39,4.2,1.81,2.0,1.91,1.96,0,H
11,16,1.85,3.5,4.5,1.87,1.94,2.09,1.78,0,D
19,30,2.2,3.39,3.29,1.98,1.83,1.91,1.95,0,H
34,37,2.1,3.39,3.6,1.96,1.85,1.85,2.02,0,H
39,21,2.14,3.29,3.6,1.73,2.1,1.82,2.05,0,H
41,22,2.6,3.39,2.75,2.16,1.69,2.2,1.7,0,D
